amazon_title,amazon_author,amazon_rating,amazon_reviews count,amazon_isbn-10,amazon_price
A Thousand Splendid Suns,by Khaled Hosseini,4.5,729.0,1408844443,374
Her Last Wish,by Ajay K. Pandey,4.7,1010.0,9382665870,88
Freedom from the Known,by J Krishnamurti,4.6,86.0,1846042135,213
Metamorphosis,by Franz Kafka,4.2,198.0,8172345135,69
The Secret Of The Nagas (Shiva Trilogy-2),by Amish Tripathi - Abridged,4.6,1681.0,9381626340,244
The Billionaire Raj: A Journey through India's New Gilded Age,by James Crabtree,3.9,34.0,9353020174,445
The 48 Laws Of Power (The Robert Greene Collection),by Robert Greene,4.4,137.0,1861972784,643
7 Secrets of Shiva,by Devdutt Pattanaik,4.3,397.0,9386224046,244
Eleven Minutes,by Paulo Coelho,4.2,234.0,8172235631,167
From Plassey To Partition and After,by Sekhar Bandyopadhyay,4.3,211.0,8125057234,260
My Story,by Kamala Das,4.5,42.0,8172238975,178
The Leader Who Had No Title,by Robin Sharma,4.4,393.0,8184951191,189
The 3 Mistakes of My Life,by Chetan Bhagat,4.3,615.0,8129135515,101
A Feast of Vultures: The Hidden Business of Democracy in India,by Josy Joseph,4.5,254.0,9350297515,522
I Do What I Do,by Raghuram G. Rajan,4.3,313.0,9352770145,363
Mass Communication in India,by Keval J. Kumar,4.4,68.0,8172243731,150
Veronika Decides to Die,by Paulo Coelho,4.4,202.0,8172235437,186
Breaking India: Western Interventions in Dravidian and Dalit Faultlines,by Rajiv Malhotra,4.7,285.0,8191067374,791
Breaking India: Western Interventions in Dravidian and Dalit Faultlines,by Rajiv Malhotra,4.7,285.0,8191067374,791
Autobiography of a Yogi (Telugu),by Paramahansa Yogananda,4.7,114.0,8189955357,141
Mrs. Dalloway,by Virginia Woolf,4.2,33.0,8175994215,99
"Immortal India: Young Country, Timeless Civilisation, Non-Fiction, Amish explores...",by Amish Tripathi,4.2,216.0,8193432002,159
How to Memorize Anything: The Ultimate Handbook to Enlighten and Improve Your...,by Aditi Singhal,4.4,147.0,8184005210,242
Think and Grow Rich: Original Version,by Napoleon Hill,4.6,3615.0,9562913244,529
Rag Darbari,by Shrilal Shukla,4.5,141.0,8126713968,200
Autobiography of a Yogi (Complete Hindi Edition),by Paramahansa Yogananda,4.8,395.0,8190256211,161
Roll of the Dice: Duryodhana’s Mahabharata (Ajaya Book 1),by Anand Neelakantan,4.2,345.0,9381576033,319
A Century is not Enough: My Roller-coaster Ride to Success,by Sourav Ganguly - Illustrated,4.6,322.0,9386228564,363
Federer,by Chris Bowers,4.0,16.0,9381506841,326
Unbreakable,by Mary Kom,4.6,158.0,9351160092,145
Ronaldo - 2018 Updated Edition: The Obsession For Perfection (Luca Caioli),by Luca Caioli,5.0,9.0,1785782312,359
Democracy's XI: The Great Indian Cricket Story,by Rajdeep Sardesai,2.4,63.0,9386228483,458
"Quiet Genius: Bob Paisley, British football’s greatest manager SHORTLISTED FOR...",by Ian Herbert - Import,4.4,5.0,1472937333,296
M S Dhoni: Captain Cool,by Ayaz Memon - Import,4.3,31.0,8184955235,110
Mossad,by Michael Bar-Zohar - Import,4.6,637.0,8184958455,340
Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,4.1,4651.0,9385152149,240
Ace against Odds,by Sania Mirza,4.1,68.0,9351362639,290
The Zoya Factor,by Anuja Chauhan,4.1,62.0,9385724835,227
Free Hit: The Story of Women's Cricket in India,by Suprita Das,5.0,1.0,9353024552,311
"Strength Training: The Complete Step-by-Step Guide to a Stronger, Sculpted Body...",by DK,4.8,8.0,1405344377,664
The Man Eating Leopard of Rudraprayag,by Jim Corbett - Import,4.7,72.0,8129141841,140
A Feast of Vultures: The Hidden Business of Democracy in India,by Josy Joseph,4.5,254.0,9350297515,522
Driven: The Virat Kohli Story,by Vijay Lokapally,4.4,81.0,9385936263,299
Mid-Wicket Tales: From Trumper to Tendulkar,by S Giridhar,4.6,18.0,8132117387,440
"Ready, Study, Go!: Smart Ways to Learn",by Khurshed Batliwala,4.5,444.0,9352641345,178
NTA UGC NET/SET/JRF - Paper 1: Teaching and Research Aptitude by Pearson,KVS Madaan,4.4 out of 5 stars,505,9332551731,216
The Definitive Book of Body Language,by Allan Pease,4.4,137.0,8183220142,255
50 Successful Harvard Application Essays: What Worked for Them Can Help You Get...,by Harvard Crimson,5.0,4.0,1250127556,319
SSB Interview: The Complete Guide,by Dr. N.K. Natarajan,4.4,515.0,8184955693,148
Heat and Mass Transfer: Fundamentals and Applications (SIE),by Yunus A Cengel; Afshin J. Ghajar,3.6,35.0,9339223195,531
Poor Economics: Rethinking Poverty & the Ways to End it,by Abhijit V. Banerjee,4.5,46.0,8184002807,419
The Theory of Everything,Stephen Hawking,4.5 out of 5 stars,531,8179925919,111
Mechanical Engineering: Conventional and Objective Types (2018-19 Session),by R.S. Khurmi,4.0,603.0,8121906288,430
Objective Electrical Technology (2018-19 Session),by V.K Mehta,4.1,393.0,8121920973,494
Handbook of Computer Science & IT,by Surbhi Mitra,3.9,193.0,9350944308,190
Water Resources Engineering Vol. II Irrigation Engineering & Hydraulic Structures,by Santosh Kumar Garg,4.0,42.0,8174090479,395
19 years GATE Computer Science & Information Technology Chapter-wise & Topic-wise...,by Disha Experts,3.8,5.0,9388026764,175
Practical Boiler Operation Engineering and Power Plant,by Amiya Ranjan Mallick,4.4,89.0,8120351398,499
A Handbook on Computer Science & IT - Illustrated Formulae & Key Theory Concepts,by Made Easy Editorial Board,4.0,180.0,9383643242,247
"Hughes Electrical and Electronic Technology, 10e",by Hughes,4.2,30.0,8131733661,328
Communication and Educational Technology in Nursing,by Sharma Suresh,5.0,1.0,8131243745,451
Solved Papers for Manipal Engineering 2018,by Arihant Experts,5.0,2.0,9313166461,307
Design Data Handbook for Mechanical Engineering in SI and Metric Units,by K. Mahadevan - Import,4.3,76.0,8123923155,316
Heat Treatment: Principles and Techniques,by Rajan T.V,4.5,21.0,8120340957,254
Object-Oriented Programming with C++,by E Balagurusamy,4.5,73.0,9352607996,371
Oswaal CBSE Question Bank Class 10 Foundation of Information Technology Chapterwise...,by Oswaal Editorial Board,3.5,11.0,9387504956,184
Electronics and Communication Engineering GATE 2019,by Ankit Goel,4.1,14.0,9312148222,669
Introduction to Finite Elements in Engineering,by Chandrupatla,3.7,10.0,9332551820,499
24 Years UPSC IAS/ IPS Prelims Topic-wise Solved Papers 1 & 2 (1995-2018),Disha Experts,4.3 out of 5 stars,220,9388026586,270
40 Years' Chapterwise Topicwise Solved Papers (2018-1979) IIT JEE Physics,DC. Pandey,4.1 out of 5 stars,90,9313163292,191
Principles of Power System,by V.K Mehta,4.1,50.0,8121924960,439
Chemistry Textbook Part - 1 for Class - 12  - 12085,by NCERT,3.7,94.0,8174506489,170
CBSE NCERT Solutions Physics  12  for 2018 - 19,by Nidhi Goel,4.3,135.0,9351416119,82
All  in One English Communicative CBSE Class 10  (based on textbook Literature...,by Gajendra Singh,4.5,157.0,9312149547,235
"Textbook of Anatomy: Head, Neck and Brain - Vol.3",by Vishram Singh,5.0,1.0,8131252914,582
Textbook of Bakery and Confectionery,by Ashokkumar Y,4.1,30.0,8120346033,225
Textbook of Environmental Studies for Undergraduate Courses,by Erach Bharucha,4.1,92.0,8173718628,225
A Textbook of Organic Chemistry,by Bahl Arun,4.4,43.0,9352531965,715
CBSE WORKBOOK SOCIAL SCIENCE CLASS 6 for 2018 - 19,by Arihant Experts,4.5,22.0,9311121924,92
Wings of Fire: An Autobiography of Abdul Kalam,Not Available,4.6 out of 5 stars,"2,131",8173711461,194
NCERT Text Book with Exemplar Problems-Solutions: Mathematics Class 10,by MTG Editorial Board,5.0,3.0,9387747425,186
Political Theory Textbook for Class - 11  - 11117,by NCERT,3.8,24.0,8174506136,70
Textbook of Fabric Science: Fundamentals to Finishing,by Sekhri Seema,4.8,10.0,8120352394,275
Murder in a Minute,by Shouvik Bhattacharya,4.4,277.0,9386643723,188
The Perfect Murder,by Ruskin Bond - Import,3.8,56.0,8129144972,195
3 and a Half Murders: An Inspector Saralkar Mystery,by Salil Desai,4.4,69.0,8175994258,189
I Am Watching You,by Teresa Driscoll,4.0,46.0,1542046599,269
Tell Tale,by Jeffrey Archer,4.4,133.0,1509867767,269
The Other Side of Midnight,by Sidney Sheldon,4.3,53.0,8172234937,209
The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,4.5,5009.0,8172345666,75
Sita: Warrior of Mithila (Ram Chandra),by Amish Tripathi,4.3,1817.0,9386224585,226
Harappa - Curse of the Blood River,by Vineet Bajpai,4.1,680.0,9352685482,185
Keepers of the Kalachakra: Book 5 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,4.0,472.0,9386850648,100
The Great Gatsby,F. Scott Fitzgerald,4.1 out of 5 stars,338,8172344562,47
Nothing Lasts Forever,by Vish Dhamija,3.9,254.0,9380349246,105
The Krishna Key: Book 3 in the Bharat Series of Historical and Mythological Thrillers,by Ashwin Sanghi,4.1,636.0,9381626685,230
The Rise of Sivagami: Book 1 of Baahubali - Before the Beginning,by Anand Neelakantan,4.1,793.0,9386224445,162
Bloodline,by Sidney Sheldon,4.3,67.0,8172234864,280
The 30 Seconds Thrillers,by K V Sridhar,4.1,9.0,9385936948,262
Circe: The Sunday Times Bestseller,by Madeline Miller,4.3,47.0,1526603330,364
Tell Me your Dreams,by Sidney Sheldon,4.4,160.0,8172234902,209
The Reckoning,by John Grisham,3.2,15.0,1473684587,247
Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,4.1,4651.0,9385152149,240
Chanakya's Chant: Book 2 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,4.1,585.0,9381626812,244
The Oath of the Vayuputras (Shiva Trilogy),by Amish Tripathi,4.4,1608.0,9382618341,282
The Secret of the Druids (Mahabharata Quest Series Book 2),by Christopher C. Doyle,4.1,273.0,9385724223,179
Harry Potter and the Prisoner of Azkaban (Harry Potter 3),by J.K. Rowling,4.4,474.0,1408855674,374
The Three Secret Cities (Jack West Series),by Matthew Reilly,4.4,18.0,1409167178,388
A Murder in Gurgaon,by Manish Dubey,3.9,69.0,9382665781,106
Mossad,by Michael Bar-Zohar - Import,4.6,637.0,8184958455,340
Nothing Lasts Forever,by Sidney Sheldon,4.2,84.0,8172234856,266
"Chai, Chai: 1",by Bishwanath Ghosh,3.7,92.0,9380032862,275
Around India in 80 Trains,by Monisha Rajesh,3.9,46.0,8174369139,295
Tales from India,by Rudyard Kipling,4.5,5.0,9380914415,208
The Alchemist,Paulo Coelho,4.6 out of 5 stars,"3,820",8172234988,182
World Map,by Dreamland Publications,4.5,856.0,8184511213,91
India Map,by Dreamland Publications,4.6,594.0,8184511523,91
The Theory of Everything,Stephen Hawking,4.5 out of 5 stars,531,8179925919,111
One Life to Ride: A Motorcycle Journey to the High Himalayas,by Ajit Harisinghani,4.7,99.0,8175992948,189
Travels in a Dervish Cloak: Adventures in Pakistan,by Isambard Wilkinson,5.0,2.0,9388038177,374
The Age of Kali: Indian Travels and Encounters,by William Dalrymple,4.4,6.0,9385936549,375
Gazing at Neighbours: Travels Along the Line That Partitioned India,by Bishwanath Ghosh,4.5,32.0,9386224984,195
The Greatest Salesman in the World,by Og Mandino,4.3,156.0,8179926877,109
Miracles of Your Mind,by Dr. Joseph Murphy,4.2,218.0,8183225101,72
You’re the Password to My Life,by Sudeep Nagarkar,4.2,447.0,8184005849,102
Indian Mammals: A Field Guide,by Vivek Menon,4.8,159.0,9350097605,775
When Breath Becomes Air,by Paul Kalanithi,4.6,626.0,1847923674,332
Ivory Throne: Chronicles of the House of Travancore,by Manu S. Pillai,4.3,127.0,9351776425,433
Adiyogi: The Source of Yoga,by Sadhguru,4.6,376.0,9352643925,178
Mossad,by Michael Bar-Zohar - Import,4.6,637.0,8184958455,340
If Truth Be Told: A Monk's Memoir,by Om Swami,4.7,527.0,9351368068,311
A Feast of Vultures: The Hidden Business of Democracy in India,by Josy Joseph,4.5,254.0,9350297515,522
My Story,by Kamala Das,4.5,42.0,8172238975,178
Inspiring Thoughts (Inspiring Thoughts Quotation Series),by A.P.J. Abdul Kalam,4.1,148.0,8170286840,120
12 Years a Slave,by Solomon Northup,4.5,41.0,8175994479,99
AAP & Down: An Insider’s Story of India’s Most Controversial Party,by Mayank Gandhi,4.5,27.0,9386797143,218
Rekha: The Untold Story,by Yasser Usman,3.7,72.0,8193284186,256
The Dirty Dozen: Hitmen of the Mumbai Underworld,by Gabriel Khan,4.2,54.0,9386850133,221
Lanka’s Princess,by Kavita Kanè - Import,4.1,101.0,8129144514,272
SuperCouples,by Prachi Garg,4.6,200.0,9382665897,118
Lone Fox Dancing: My Autobiography,by Ruskin Bond,4.8,99.0,9386338904,315
One Life is not Enough: An Autobiography,by K. Natwar Singh,3.9,126.0,8129132745,225
Curfewed Night,by Basharat Peer,4.2,140.0,8184000901,280
Commando,by Michael Bar-Zohar,3.7,15.0,9386867168,333
"Behold, I Shine: Narratives of Kashmir's Women and Children",by Freny Manecksha - Import,4.3,15.0,8129145715,106
Headley And I,by S. Hussain Zaidi,3.5,14.0,9350295725,247
Byculla to Bangkok,by S. Hussain Zaidi,4.1,96.0,9351362256,192
Ace against Odds,by Sania Mirza,4.1,68.0,9351362639,290
Not Just an Accountant: The Diary of the Nations Conscience Keeper,by Vinod Rai,4.5,196.0,8129134616,378
"Who Cheats and How?: Scams, Frauds and the Dark Side of the Corporate World:...",by Robin Banerjee,3.5,17.0,9351500616,360
Indira: India’s Most Powerful Prime Minister,by Sagarika Ghose,1.4,389.0,9386228343,508
KPS Gill the Paramount Cop,by Rahul Chandan,4.0,33.0,9350335603,265
The Last Lecture,by Randy Pausch,4.3,18.0,8183223583,166
The Book Thief (Definitions Young Adult),by Markus Zusak,4.5,87.0,1909531618,379
If I Stay,by Gayle Forman,3.9,111.0,1909531235,255
Why I Am a Hindu,by Dr. Shashi Tharoor,3.4,259.0,9386021102,299
The Perks of Being a Wallflower,by Stephen Chbosky,4.4,306.0,1451696191,186
Great Stories for Children,by Ruskin Bond,4.4,217.0,8129118920,182
Fangirl,by Rainbow Rowell - Unabridged,4.2,186.0,1447263227,320
Harry Potter and the Philosopher's Stone,by J.K. Rowling,4.7,1097.0,1408855658,299
How to Win Friends and Influence People,Dale Carnegie,4.5 out of 5 stars,"2,640",8192910997,79
1984,George Orwell,4.4 out of 5 stars,738,8192910903,88
Harry Potter and the Chamber of Secrets (Harry Potter 2),by J.K. Rowling,4.7,562.0,1408855666,374
Fever Code (Prequel Maze Runner) (Maze Runner Series),by James Dashner,4.1,15.0,1911077031,198
Glass Sword (Red Queen),by Victoria Aveyard,4.0,25.0,1409150747,196
Harry Potter and the Goblet of Fire (Harry Potter 4),by J.K. Rowling,4.7,322,1408855682,524
The Animal Book: A Visual Encyclopedia of Life on Earth (Reference),by DK,4.8,19.0,1409323498,781
Heartless,by Marissa Meyer,4.3,26.0,1509818022,350
Harry Potter and the Prisoner of Azkaban (Harry Potter 3),by J.K. Rowling,4.4,474.0,1408855674,374
The Secret to Teen Power,by Paul Harrington,4.8,48.0,1847386938,492
Harry Potter and the Order of the Phoenix (Harry Potter 5),by J.K. Rowling,4.5,304.0,1408855690,599
Geronimo Stilton and the Kingdom of Fantasy #8 - The Hour of Magic,by Geronimo Stilton,4.6,329.0,9385887815,274
Harry Potter and the Deathly Hallows (Harry Potter 7),by J.K. Rowling,4.6,352.0,1408855712,666
Sita's Ramayana,by Samhita Arni,3.6,5.0,9380340036,542
The Maze Runner #02 Scorch Trials Movie Tie-in,by James Dashner,3.9,56.0,9351039684,247
Tom Gates #10: Super Good Skills (Almost . . .),by NILL,4.4,24.0,9386041901,213
